000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
001,00000000,00000000,0,b0201073,3,000,00,00000000,000
001,00000000,00000004,0,b8201073,3,000,00,00000000,000
011,0000000a,00000008,4101,4081,3,000,00,00000000,000
011,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
000,0000000e,0000000c,4201,4181,3,000,00,00000000,000
011,00000012,00000010,4301,4281,3,000,00,00000000,000
011,00000016,00000014,4401,4381,3,000,00,00000000,000
011,0000001a,00000018,4501,4481,3,000,00,00000000,000
011,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
000,0000001e,0000001c,4601,4581,3,000,00,00000000,000
011,00000022,00000020,4701,4681,3,000,00,00000000,000
011,00000026,00000024,4801,4781,3,000,00,00000000,000
011,0000002a,00000028,4901,4881,3,000,00,00000000,000
011,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
000,0000002e,0000002c,4a01,4981,3,000,00,00000000,000
011,00000032,00000030,4b01,4a81,3,000,00,00000000,000
011,00000036,00000034,4c01,4b81,3,000,00,00000000,000
011,0000003a,00000038,4d01,4c81,3,000,00,00000000,000
011,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
000,0000003e,0000003c,4e01,4d81,3,000,00,00000000,000
011,00000042,00000040,4f01,4e81,3,000,00,00000000,000
011,00000046,00000044,55555337,4f81,3,000,00,00000000,000
001,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
000,00000046,0000004a,55555337,55530313,3,000,00,00000000,000
001,00000046,0000004e,55555337,7c031073,3,000,00,00000000,000
000,00000046,0000004e,55555337,7c031073,3,000,00,00000000,000
000,00000046,0000004e,55555337,7c031073,3,000,00,00000000,000
000,00000046,0000004e,55555337,7c031073,3,000,00,00000000,000
000,00000046,0000004e,55555337,7c031073,3,000,00,00000000,000
000,00000046,0000004e,55555337,7c031073,3,000,00,00000000,000
001,00000046,00000052,55555337,12b7,3,000,00,00000000,000
001,00000046,00000056,55555337,88028293,3,000,00,00000000,000
001,00000046,0000005a,55555337,30429073,3,000,00,00000000,000
001,00000046,0000005e,55555337,42a1,3,000,00,00000000,000
000,00000046,0000005e,55555337,42a1,3,000,00,00000000,000
000,00000046,0000005e,55555337,42a1,3,000,00,00000000,000
000,00000046,0000005e,55555337,42a1,3,000,00,00000000,000
001,00000046,00000060,55555337,30029073,3,000,00,00000000,000
000,00000046,00000060,55555337,30029073,3,000,00,00000000,000
000,00000046,00000060,55555337,30029073,3,000,00,00000000,000
000,00000046,00000060,55555337,30029073,3,000,00,00000000,000
000,00000046,00000060,55555337,30029073,3,000,00,00000000,000
000,00000046,00000060,55555337,30029073,3,000,00,00000000,000
001,00000046,00000064,55555337,1197,3,000,00,00000000,000
011,0000006c,00000068,2117,1c418193,3,000,00,00000000,000
000,0000006c,00000068,2117,1c418193,3,000,00,00000000,000
000,0000006c,00000068,2117,1c418193,3,000,00,00000000,000
