000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
000,00000000,00000000,0,0,3,000,00,00000000,000
001,00000000,00000000,0,b0219173,3,000,00,00000000,000
000,00000000,00000000,0,b0219173,3,000,00,00000000,000
000,00000000,00000000,0,b0219173,3,000,00,00000000,000
000,00000000,00000000,0,b0219173,3,000,00,00000000,000
000,00000000,00000000,0,b0219173,3,000,00,00000000,000
000,00000000,00000000,0,b0219173,3,000,00,00000000,000
001,00000000,00000004,0,ee0002b7,3,000,00,00000000,000
001,00000000,00000008,0,2e293,3,000,00,00000000,000
000,00000000,00000008,0,2e293,3,000,00,00000000,000
000,00000000,00000008,0,2e293,3,000,00,00000000,000
000,00000000,00000008,0,2e293,3,000,00,00000000,000
000,00000000,00000008,0,2e293,3,000,00,00000000,000
000,00000000,00000008,0,2e293,3,000,00,00000000,000
001,00000000,0000000c,0,30529173,3,000,00,00000000,000
000,00000000,0000000c,0,30529173,3,000,00,00000000,000
000,00000000,0000000c,0,30529173,3,000,00,00000000,000
000,00000000,0000000c,0,30529173,3,000,00,00000000,000
000,00000000,0000000c,0,30529173,3,000,00,00000000,000
000,00000000,0000000c,0,30529173,3,000,00,00000000,000
001,00000000,00000010,0,5d555337,3,000,00,00000000,000
001,00000000,00000014,0,55536313,3,000,00,00000000,000
000,00000000,00000014,0,55536313,3,000,00,00000000,000
000,00000000,00000014,0,55536313,3,000,00,00000000,000
000,00000000,00000014,0,55536313,3,000,00,00000000,000
000,00000000,00000014,0,55536313,3,000,00,00000000,000
000,00000000,00000014,0,55536313,3,000,00,00000000,000
001,00000000,00000018,0,7c0310f3,3,000,00,00000000,000
000,00000000,00000018,0,7c0310f3,3,000,00,00000000,000
000,00000000,00000018,0,7c0310f3,3,000,00,00000000,000
000,00000000,00000018,0,7c0310f3,3,000,00,00000000,000
000,00000000,00000018,0,7c0310f3,3,000,00,00000000,000
000,00000000,00000018,0,7c0310f3,3,000,00,00000000,000
001,00000000,0000001c,0,2b7,3,000,00,00000000,000
001,00000000,00000020,0,2e293,3,000,00,00000000,000
000,00000000,00000020,0,2e293,3,000,00,00000000,000
000,00000000,00000020,0,2e293,3,000,00,00000000,000
000,00000000,00000020,0,2e293,3,000,00,00000000,000
000,00000000,00000020,0,2e293,3,000,00,00000000,000
000,00000000,00000020,0,2e293,3,000,00,00000000,000
001,00000000,00000024,0,7f829173,3,000,00,00000000,000
000,00000000,00000024,0,7f829173,3,000,00,00000000,000
000,00000000,00000024,0,7f829173,3,000,00,00000000,000
000,00000000,00000024,0,7f829173,3,000,00,00000000,000
000,00000000,00000024,0,7f829173,3,000,00,00000000,000
000,00000000,00000024,0,7f829173,3,000,00,00000000,000
001,00000000,00000028,0,2b7,3,000,00,00000000,000
001,00000000,0000002c,0,2e293,3,000,00,00000000,000
000,00000000,0000002c,0,2e293,3,000,00,00000000,000
000,00000000,0000002c,0,2e293,3,000,00,00000000,000
000,00000000,0000002c,0,2e293,3,000,00,00000000,000
000,00000000,0000002c,0,2e293,3,000,00,00000000,000
000,00000000,0000002c,0,2e293,3,000,00,00000000,000
001,00000000,00000030,0,7f929173,3,000,00,00000000,000
000,00000000,00000030,0,7f929173,3,000,00,00000000,000
000,00000000,00000030,0,7f929173,3,000,00,00000000,000
000,00000000,00000030,0,7f929173,3,000,00,00000000,000
000,00000000,00000030,0,7f929173,3,000,00,00000000,000
000,00000000,00000030,0,7f929173,3,000,00,00000000,000
011,00000038,00000034,f0040537,13,3,000,00,00000000,000
011,00000040,0000003c,100013,56513,3,000,00,00000000,000
011,00000048,00000044,4806493,4b7,3,000,00,00000000,000
001,00000048,0000004c,4806493,108093,3,000,00,00000000,000
011,00000054,00000050,d05805b7,108093,3,000,00,00000000,000
011,0000005c,00000058,4b7,5e593,3,000,00,00000000,000
011,00000064,00000060,95a023,484e493,3,000,00,00000000,000
001,00000064,00000068,95a023,4b7,3,000,00,00000000,000
011,00000070,0000006c,95a023,454e493,3,000,00,00000000,000
011,00000078,00000074,748493,13,3,000,00,00000000,000
001,00000078,0000007c,748493,13,3,000,00,00000000,000
000,00000078,0000007c,748493,13,3,000,00,00000000,000
000,00000078,0000007c,748493,13,3,000,00,00000000,000
000,00000078,0000007c,748493,13,3,000,00,00000000,000
000,00000078,0000007c,748493,13,3,000,00,00000000,000
000,00000078,0000007c,748493,13,3,000,00,00000000,000
011,00000084,00000080,13,95a023,3,000,00,00000000,000
000,00000084,00000080,13,95a023,3,000,00,00000000,000
000,00000084,00000080,13,95a023,3,000,00,00000000,000
011,0000008c,00000088,13,95a023,3,000,00,00000000,000
000,0000008c,00000088,13,95a023,3,000,00,00000000,000
000,0000008c,00000088,13,95a023,3,000,00,00000000,000
000,0000008c,00000088,13,95a023,3,000,00,00000000,000
011,00000094,00000090,348493,13,3,000,00,00000000,000
011,0000009c,00000098,13,13,3,000,00,00000000,000
011,000000a4,000000a0,13,95a023,3,000,00,00000000,000
011,000000ac,000000a8,13,13,3,000,00,00000000,000
001,000000ac,000000b0,13,4b7,3,000,00,00000000,000
011,000000b8,000000b4,13,204e493,3,000,00,00000000,000
001,000000b8,000000bc,13,95a023,3,000,00,00000000,000
000,000000b8,000000bc,13,95a023,3,000,00,00000000,000
000,000000b8,000000bc,13,95a023,3,000,00,00000000,000
000,000000b8,000000bc,13,95a023,3,000,00,00000000,000
000,000000b8,000000bc,13,95a023,3,000,00,00000000,000
000,000000b8,000000bc,13,95a023,3,000,00,00000000,000
011,000000c4,000000c0,3748493,13,3,000,00,00000000,000
